ID,Type,Hair,Ear,Clothing,Eyes,Mouth,Background,Offhand,Headgear,Neck,Face,Special
8280,Human,Blue Nightshade Half Bun,,Red Ninja Top,Daydreaming,Relaxed,OW C,Katana,Broken Straw Hat,Towel,Blush,
8281,Red,Silver Long,,Black Kimono,Careless,Chuckle,OW A,Katana,,,,
8282,Human,Maroon Fluffy,,Azuki Tech Jacket,Suspicious,Stubble,OW C,Red Bean,Broken Straw Hat,,,
8283,Human,Purple Bun,,Hoshi Jacket,Joyful,Grass,OW A,,,,,
8284,Human,PBlue Swept Back,,Maroon Yukata,Bored,Relaxed,OW D,Floorsweeper,Straw Hat,,,
8285,Red,Pink Pixie,,Black Ninja Top,Calm,Grass,OW C,Gloves,,Frog Headphones,,
8286,Human,Blonde Flowy,,Tank Top with Jacket,Daydreaming,Smirk,OW A,Zanbato,,,Round Blue Shades,
8287,Human,Magenta Pigtail,,Turquoise Kimono with Bow,Ruby,Scroll,OW D,Guitar,,Frog Headphones,,
8288,Human,Indigo Pixie,Blue Tassel,Azuki Jacket,Hopeful,Closed,OW C,,,,Eye Scar,
8289,Human,Purple Spiky,,Red Perfecto Jacket,Focus,Knife,OW B,Lantern,Frog Headband,,,
8290,Human,Purple Pigtail,,Turquoise Kimono,Closed,Frown,OW C,,Ayaigasa,,Kabuki Facepaint,
8291,Human,Silver Messy,,Suit with Turtleneck,Neutral,Smoking,OW C,Bean Juice,Red Panda Cap,,,
8292,Red,Maroon Bun,,Bumblebee Jacket,Striking,Chewing,Red,,,,Red Bandana,
8293,Human,Brown Messy,Corded Earbuds,Azuki Tech Jacket,Neutral,Scroll,OW B,,IKZ Cap,,,
8294,Human,PBlue Pigtail,,Lavender Kimono with Bow,Joyful,Smirk,OW A,Leather Katana,Cat Ears,,Kabuki Facepaint,
8295,Human,Pink Flowy,,Bandage Top,Striking,Laughing,Cool Gray,Katana,Newsboy Cap,Koi Tattoo,,
8296,Human,Purple Spiky,,White Layered Yukata,Tired,Wheat Straw,Red,,Full Bandana,,,
8297,Human,Green Pigtail,,Light Armor,Daydreaming,Face Mask,OW C,Zanbato,Yellow Kanzashi,,Red Stripes Paint,
8298,Human,Blonde Long,Sword,Red Panda T Shirt,Pensive,Smoking,OW C,Lantern,,,,
8299,Human,Black Teal Bangs,,Lavender Kimono with Bow,Closed,Closed,OW C,Bat,Pointy Straw Hat,,Eye Patch,
8300,Human,Magenta Flowy,,Red Qipao with Fur,Relaxed,Grass,Dark Purple,,,,,
8301,Human,Blue Bob,,Denim Jacket,Ruby,Lipstick,Cool Gray,,Distressed Beanie,,,Fireflies
8302,Human,Dreadlocks,,White T Shirt,Bored,Grass,OW B,,Frog Mask,,Eye Scar,
8303,Human,Purple Dreadlocks,,Maroon Yukata,Curious,Meh,OW D,,,Chill Headphones,,
8304,Human,Purple Spiky,,White Yukata,Pierced Eyebrow,Smoking,OW D,,Azuki Cap,,Kabuki Facepaint,
8305,Human,Brown Fluffy,,White Hoodie,Pensive,Chuckle,OW B,Shuriken,,,Black Glasses,
8306,Human,Brown Messy,,Bloody Bomber,Closed,Grass,OW B,Sakura Katana,,,,
8307,Human,Green Pony,,Lavender Kimono with Bow,Glowing,Closed,Red,Earth,,,,
8308,Human,Brown Samurai,,White Layered Yukata,Closed,Chuckle,Red,Bat,,Zen Headphones,,
8309,Human,Pink Bangs,,Archer,Hopeful,Whistling,OW C,,,,,
8310,Human,Silver Bob,,Turquoise Kimono with Bow,Calm,Smoking,OW A,Fishing Rod,Yellow Kanzashi,Beads,Red Stripes Paint,
8311,Human,Brown Blonde Long,,Brown Yukata,Careless,Pout,OW C,,,,Round Blue Shades,
8312,Human,Blonde Bob,,Tank Top with Jacket,Amethyst,Laughing,Red,Red Bean,,,,
8313,Human,Silver Bangs,,Red Hoodie,Closed,Tongue Out,OW D,Gloves,,,Eye Patch,
8314,Human,Black Pigtail,Hoop,Blue Floral Kimono,Closed,Chewing,OW B,Gloves,Pointy Straw Hat,,Ji Eyeband,
8315,Human,Blue Bun,,Yellow Bikini,Relaxed,Frown,OW C,Fan,,Sneakers,Reading Glasses,
8316,Blue,Silver Dreadlocks,,Blue Floral Kimono,Closed,Wheat Straw,OW C,Golden Umbrella,Sloth Mask,,,
8317,Human,Brown Messy,,Dress Shirt,Closed,Smirk,OW A,Bat,,Tribal Tattoo,Sleep Mask,
8318,Human,Blonde Pixie,,Red Ninja Top,Focus,Grass,OW C,,,,,
8319,Human,Magenta Flowy,Red Tassel,Hoodie,Focus,Smirk,OW A,Fan,Sloth Cap,Choker,Red Fang Paint,
8320,Human,Blue Half Bun,,Black Yukata,Closed,Not Bad,OW B,,Sloth Beanie,,,
8321,Human,Black Pigtail,,Blue Bomber,Focus,Bubble Gum,OW D,,Yellow Kanzashi,,Red Stripes Paint,
8322,Human,Blonde Messy,,Black T Shirt,White,Gaiter,OW D,Golden Ticket,,,,
8323,Blue,Silver Swept Back,,White Yukata,Meditating,Not Bad,OW B,Coin,,,Red Stripes Paint,
8324,Human,Blue Nightshade Flowy,,Blue Kimono with Bow,Calm,Closed,OW C,Guitar,,,Eye Scar,
8325,Human,Black Pigtail,,Yellow Bikini,Daydreaming,Grass,OW A,Floorsweeper,,Tribal Tattoo,,
8326,Human,Pink Flowy,,Light Kimono,Focus,Smirk,OW D,Bat,Yellow Kanzashi,Tribal Tattoo,Bandaid,
8327,Human,Green Flowy,,Blue Kimono with Bow,Red,Lipstick,OW D,,,,,
8328,Human,Teal Messy,,Blue Kimono,Neutral,Growl,OW B,,Sloth Mask,,,
8329,Human,Teal Bob,,Bloody Bomber,White,Closed,OW D,Boombox,,,Blush,
8330,Human,Orange Short Spiky,,Aloha,Meditating,Growl,OW B,Fan,,,,
8331,Human,Buzzcut,,Green Yukata,Bored,Whistling,OW C,Bat,Frog Mask,,,
8332,Human,Silver Swept Back,,Kimono with Jacket,Focus,Long Stubble,Red,Coin,,,,
8333,Human,Teal Bun,,Rain Jacket,Red,Scroll,Cool Gray,Blue Bean,,,Clear Glasses,
8334,Human,Blonde Pixie,Blue Cylinder,Cat Hoodie,Joyful,Smirk,DBlue,Coin,,,,Fox Fire
8335,Human,Magenta Long,,Matsuri Happi,Focus,Wheat Straw,Red,Sakura Katana,Backwards Cap,,Round Blue Shades,
8336,Human,Blonde Short Spiky,Small Hoop,Sloth Yukata,Meditating,Meh,OW C,Banner,,,Red Fang Paint,
8337,Human,Blue Bun,,Blue Bikini,Ruby,Tongue Out,OW C,Floorsweeper,,,,
8338,Human,Black Hairband,,Tank Top with Jacket,Focus,Grin,Red,Bat,,,,
8339,Human,Silver Half Bun,,Hoshi Jacket,Focused,Relaxed,Dark Purple,,Cowboy Hat,,Black Glasses,Butterfly
8340,Human,Pink Pixie,,Cat Kimono,Closed,Grass,Cool Gray,,,,,
8341,Human,Blonde Hairband,,Black Bomber,Relaxed,Knife,Dark Purple,Floorsweeper,,,,
8342,Human,Brown Bangs,,Black Qipao,Closed,Grin,OW C,Bean Juice,Pointy Straw Hat,,,
8343,Human,Pink Flowy,Blue Bean,Dress Shirt,Closed,Whistling,OW C,,,,Blush,
8344,Human,Green Ombre Bangs,,Azuki Tech Jacket,White,Frown,OW D,Banner,,Sneakers,,
8345,Human,Indigo Long,,Bumblebee Jacket,Suspicious,Not Bad,OW A,,Sloth Beanie,,,
8346,Human,PBlue Swept Back,,Blue Bomber,Closed,Bubble Gum,OW A,,Cowboy Hat,,Seer Eyeband,
8347,Human,Blue Spiky,,White Hoodie,Chill,Not Bad,OW B,Zanbato,Red Panda Headband,,,
8348,Human,Pink Flowy,,Blue Qipao,Joyful,Smirk,Red,,,,,
8349,Human,Long Dreadlocks,,Maroon Yukata,Chill,Meh,OW C,Floorsweeper,,,,
8350,Human,Blonde Hairband,,Red Hoodie,Calm,Wheat Straw,OW A,,,,Round Purple Sunglasses,
8351,Human,Maroon Short Spiky,,White Yukata,Chill,Growl,OW D,,Pointy Straw Hat,,Red Fang Paint,
8352,Blue,Silver Dreadlocks,,Azuki Jacket,Chill,Not Bad,OW C,,,,Blue Shades,
8353,Human,Blue Hairband,,Red Panda Hoodie,Worried,Smile,OW C,,,,,
8354,Blue,Silver Messy,Corded Earbuds,Green Yukata,Closed,Relaxed,OW C,,,,Eye Patch,
8355,Human,Blue Bun,,Hoodie with Bag,Joyful,Whistling,OW B,Monkey King Staff,,Koi Tattoo,,
8356,Human,Blonde Bob,,Azuki Tech Jacket,Ruby,Tongue Out,OW C,Earth,Sloth Mask,,,
8357,Human,Green Pony,,Red Perfecto Jacket,Closed,Frown,OW C,Coin,Yellow Kanzashi,,Heart Eye Patch,
8358,Human,Teal Bun,,Light Kimono,Calm,Frown,OW D,Talisman,Distressed Beanie,Tribal Tattoo,Round Blue Shades,
8359,Human,Magenta Pigtail,,White Qipao with Fur,Calm,420,OW A,,,,Round Purple Sunglasses,
8360,Human,Silver Messy,,Black Hoodie,Pierced Eyebrow,Smoking,OW D,Coin,,,,
8361,Human,Brown Long,,Bloody Bomber,Suspicious,Smoking,OW A,Katana,,,,
8362,Blue,Silver Bangs,,Blue Floral Kimono,Lightning,Smile,OW A,Sake,,,,
8363,Human,Orange Swept Back,,Black Bomber,Closed,Growl,OW C,Shinai,,,Ji Eyeband,
8364,Human,Brown Pony,,Bloody Bomber,Focus,Grin,OW C,Lantern,,,,
8365,Human,Blonde Long,,Black Kimono,Closed,Growl,OW C,Coin,,,Eye Patch,
8366,Human,Silver Bob,,Hoshi Jacket,Daydreaming,Relaxed,OW A,Shinai,Sloth Beanie,,,
8367,Human,Black Pink Long,,Fur Hoodie,Meditating,Long Stubble,Dark Purple,Monkey King Staff,Black Bucket Hat,,,
8368,Human,Blonde Bob,Corded Earbuds,Bumblebee Jacket,Ruby,Whistling,OW A,,,,,
8369,Human,Indigo Messy,,Frog Kigu,Bored,Relaxed,Red,Floorsweeper,,,,
8370,Human,Brown Spiky,,Shinto Robe,Closed,Closed,OW C,Shuriken,Cowboy Hat,,Sleep Mask,
8371,Human,Buzzcut,Chiyogami,Cat Yukata,Bored,Not Bad,OW B,,,,,
8372,Human,Indigo Messy,,Green Yukata,Pierced Eyebrow,Grass,OW C,,Broken Straw Hat,,,
8373,Human,Indigo Pony,Sakura,Bandage Top,Daydreaming,Smile,Cool Gray,Umbrella,,,,
8374,Human,Brown Fluffy,Chill,Azuki Tech Jacket,Closed,Wheat Straw,OW D,Bat,Distressed Beanie,,Eye Patch,
8375,Human,PBlue Pigtail,,Lavender Kimono with Bow,Relaxed,Relaxed,OW B,Shinai,,,,
8376,Human,Blonde Bun,Ear Cuffs,Blue Kimono with Bow,Amethyst,Toothpick,Dark Purple,Bean Juice,,,,
8377,Human,Blue Samurai,,Azuki Tech Jacket,Closed,Whistling,Red,Katana,Sloth Mask,,Eye Patch,
8378,Human,Blue Short Spiky,,Plated Samurai Armor,Careless,Chuckle,OW D,Coin,Red Panda Beanie,,,Fire
8379,Red,Silver Long,,Azuki Tech Jacket,Closed,Smoking,OW D,Coin,,,Sleep Mask,
8380,Human,Green Pony,,Dress Shirt,Hopeful,Lipstick,Red,,,,Eye Scar,Earth
8381,Blue,Silver Pony,,Sloth T Shirt,Daydreaming,Toothpick,OW A,Umbrella,Pointy Straw Hat,,,
8382,Human,Orange Samurai,,Black Blazer,Meditating,Closed,Red,Banner,Full Bandana,Chain,,
8383,Human,Maroon Messy,,Red Panda Kigu,Tired,Wheat Straw,OW A,Hook Sword,,,,
8384,Human,Brown Messy,Wireless Earbuds,Black Tech Jacket,Curious,Pout,OW B,Skateboard,,,,
8385,Human,Teal Hairband,,White Hoodie,Focus,Tongue Out,OW A,Lantern,,,Round Blue Shades,
8386,Human,Purple Dreadlocks,,Red Floral Kimono,Calm,Closed,OW A,,,Zen Headphones,,
8387,Human,Brown Long,Dragon,White Yukata,Bored,Smoking,OW D,,,,,
8388,Human,Brown Pony,,Bloody Bomber,Relaxed,Grin,Dark Purple,,IKZ Cap,Chill Headphones,,
8389,Human,Teal Messy,,Black Blazer,Focused,Meh,Red,,Straw Hat,Chain,,
8390,Human,Silver Dreadlocks,Ethereum,Kimono with Jacket,Focused,Not Bad,OW A,Bokken,,,,
8391,Human,Black Orange Bangs,,Red Hoodie,Focus,Chewing,OW C,,Distressed Beanie,,,
8392,Human,Indigo Pony,,Aloha,Ruby,Whistling,OW A,,Purple Kanzashi,,,
8393,Blue,Silver Dreadlocks,,Black Perfecto Jacket,Focus,Relaxed,OW A,Water Orb,,Tribal Tattoo,,Water
8394,Human,Blue Nightshade Flowy,Blue Cylinder,Hoshi Jacket,Relaxed,Grass,OW C,Bat,,,,
8395,Human,Silver Flowy,Hoop,Light Kimono,Lightning,Lipstick,Dark Purple,Lightning Orb,,,,Lightning
8396,Human,Green Samurai,,Black T Shirt,Careless,Toothpick,OW A,Umbrella,,Beads,,
8397,Human,Black Pigtail,Chill,Black Ninja Top,Focus,Grass,OW B,,,,,
8398,Human,Indigo Swept Back,,Blue Bomber,Closed,Scroll,OW B,,Pointy Straw Hat,Beads,,
8399,Human,PBlue Messy,,White Layered Yukata,Suspicious,Pout,OW C,Talisman,,,,
8400,Human,Indigo Messy,,Black Yukata,Bored,Gaiter,OW D,,,,,
8401,Human,Blonde Swept Back,,Blue Kimono,Focus,Relaxed,OW D,Katana,,,,
8402,Red,Magenta Long,,Matsuri Happi,Careless,Pout,OW A,Floorsweeper,,,,
8403,Human,Dreadlocks,,Light Armor,Joyful,Smile,OW A,Boombox,Yellow Kanzashi,,,
8404,Human,Brown Long,Red Panda,Aloha,Focused,Closed,OW B,,IKZ Cap,,,
8405,Human,Orange Short Spiky,Yellow Fan,Blue Kimono,Pensive,Smoking,OW C,,,,Round Blue Shades,
8406,Human,Teal Bob,,Black Qipao,Amethyst,Smirk,OW B,,,,,
8407,Red,Maroon Messy,,Brown Yukata,Bored,Smirk,OW C,Gloves,,Chill Headphones,,
8408,Human,Maroon Bun,,Hoodie,Hopeful,Smile,OW C,Sake,,Choker,,
8409,Human,Teal Long,,Black Yukata,Careless,Growl,OW A,Fan,,,,
8410,Human,Blue Short Spiky,,White Blazer,Closed,Sleep Bubble,Red,Lantern,,,,
8411,Human,Purple Bangs,,White Qipao with Fur,White,Chewing,DBlue,,,,,
8412,Human,Silver Pony,Pearl,Dress Shirt,Hopeful,Frown,OW C,Bat,,,,
8413,Human,Orange Pixie,,Hoodie,Hopeful,Tongue Out,OW D,Hook Sword,,Choker,,
8414,Human,Maroon Short Spiky,,White Blazer,Closed,Relaxed,OW C,,Straw Hat,,Seer Eyeband,
8415,Human,Pink Flowy,Pearl,Hoodie,Pierced Eyebrow,Smile,Dark Purple,Coin,,Choker,,Butterfly
8416,Blue,Blue Bun,,Aloha,Pierced Eyebrow,Knife,OW A,Fishing Rod,,,Blue Shades,Water
8417,Human,Blonde Bob,,Black Qipao,Ruby,Bubble Gum,OW B,,IKZ Cap,,,
8418,Human,Black Hairband,,Light Armor,Daydreaming,Chewing,Cool Gray,Katana,,Beads,Red Stripes Paint,Fireflies
8419,Blue,Silver Pony,,Frog Kigu,Focus,Bubble Gum,OW B,,,,,
8420,Human,Green Teal Long,,White Blazer,Suspicious,Relaxed,OW D,Fan,,Beads,,
8421,Human,Maroon Pony,,Denim Jacket,Joyful,Chewing,Red,Umbrella,IKZ Cap,,,
8422,Human,Teal Bun,Stud,Light Armor,Closed,Lipstick,OW A,Monkey King Staff,Backwards Cap,,Eye Patch,
8423,Human,Blonde Flowy,,Turquoise Kimono,Striking,Lipstick,Red,,Cat Cap,,,
8424,Human,Blue Half Bun,,Black Blazer,Neutral,Bubble Gum,Cool Gray,,,Chain,,
8425,Human,Silver Bob,,Black Tech Jacket,Closed,Smirk,OW A,,,,Sleep Mask,
8426,Human,Teal Hairband,,Hoodie,Amethyst,Smile,OW A,,,Choker,Round Blue Shades,
8427,Human,Brown Spiky,,Vest,Meditating,Smirk,Dark Purple,,IKZ Cap,Tribal Tattoo,,
8428,Human,Blue Hairband,,Sloth Hoodie,Calm,Frown,DBlue,Sakura Katana,Beret,,,Earth
8429,Human,Black Fluffy,,Aloha,Pensive,Long Stubble,OW C,,Full Bandana,,Blue Shades,
8430,Human,Maroon Short Spiky,,Azuki Tech Jacket,Closed,Sleep Bubble,OW D,,,,,
8431,Human,Teal Bob,,Frog Hoodie,Hopeful,Relaxed,OW B,Blue Bean,,,,
8432,Blue,Silver Bangs,,Blue Qipao,Closed,Toothpick,Red,,Backwards Cap,,Heart Eye Patch,
8433,Human,Maroon Short Spiky,,Frog Kigu,Curious,Pout,OW D,Sakura Katana,,,,
8434,Human,Indigo Swept Back,Red Spiked Ring,Black Yukata,Pierced Eyebrow,Knife,Red,Guitar,,,,
8435,Human,PBlue Pigtail,,Black Tech Jacket,Relaxed,Wheat Straw,Dark Purple,Fishing Rod,Full Bandana,,,
8436,Human,Brown Samurai,,Azuki Jacket,Careless,Relaxed,Red,Monkey King Staff,Azuki Cap,Tribal Tattoo,,
8437,Red,Silver Short Spiky,,Cat Yukata,Chill,Pout,OW B,Hook Sword,,,,
8438,Human,Maroon Bun,,Red Panda Kigu,Hopeful,Smile,OW C,Red Bean,,,,
8439,Human,Long Dreadlocks,Blue Bean,White Qipao with Fur,Closed,Grass,OW D,Floorsweeper,Sloth Headband,Zen Headphones,Sleep Mask,
8440,Human,Blonde Pixie,,Azuki Sweater,Ruby,Grin,Dark Purple,Monk Staff,,,,
8441,Human,PBlue Swept Back,,Kimono with Jacket,Meditating,Growl,OW A,Umbrella,,Beads,Round Blue Shades,
8442,Human,Blue Bun,,Hoodie,Lightning,Tongue Out,OW D,Coin,,Choker,,
8443,Red,Silver Pixie,Chiyogami,Red Floral Kimono,Striking,Smile,OW D,Coin,,,Black Glasses,
8444,Human,Brown Samurai,,Yellow Jumpsuit,Curious,Pout,OW D,Umbrella,,,,
8445,Blue,Silver Swept Back,,White Hoodie,Closed,Scroll,Cool Gray,Banner,,,,
8446,Human,Blonde Pixie,Chill,Black Qipao,Striking,Frown,OW D,Floorsweeper,,,Kabuki Facepaint,
8447,Human,Orange Short Spiky,,Green Yukata,Suspicious,Closed,OW B,,,,,
8448,Human,Teal Bob,,Tank Top with Jacket,Relaxed,Lipstick,Dark Purple,Monk Staff,,,Red Stripes Paint,
8449,Human,Black Messy,,Kimono with Jacket,Focused,Pout,OW C,Sake,,,,
8450,Human,Blue Pink Ombre Flowy,Red Tassel,Turquoise Kimono,Joyful,Relaxed,OW A,Sakura Katana,,,,
8451,Human,Green Half Bun,,Black Bomber,Chill,Not Bad,Cool Gray,,,Zen Headphones,Eye Scar,Fireflies
8452,Human,Black Swept Back,,Hoodie with Bag,Closed,Smoking,Red,,Full Bandana,,,Sakura
8453,Human,Orange Swept Back,,Matsuri Happi,Neutral,Wheat Straw,Red,Sakura Katana,,,,
8454,Human,PBlue Messy,,Kung Fu Shirt,Closed,Bubble Gum,OW C,,Red Panda Headband,Towel,,
8455,Human,Indigo Pony,,Straw Poncho,Hopeful,Tongue Out,OW C,Bean Juice,IKZ Cap,Chill Headphones,,
8456,Human,Teal Bangs,,Camo Tech Jacket,Worried,Smoking,DBlue,,,,,
8457,Human,Blue Short Spiky,Corded Earbuds,Blue Bomber,Meditating,Smoking,OW A,Guitar,,,Blue Shades,
8458,Human,Brown Samurai,,Plated Samurai Armor,Focused,Toothpick,OW D,Hand Wrap,,Chill Headphones,,
8459,Human,Magenta Pigtail,,Red Floral Kimono,Relaxed,Grin,OW D,Coin,,Frog Headphones,Round Blue Shades,
8460,Red,Maroon Pony,,White Hoodie,Joyful,Relaxed,OW A,Water Orb,,,,Sakura
8461,Human,Indigo Messy,,White T Shirt,Tired,Growl,OW D,Hand Wrap,,Tribal Tattoo,Round Blue Shades,
8462,Human,Braids,,White Layered Yukata,Bored,Chuckle,OW B,,,,,
8463,Human,Blue Samurai,Skull Ear Cuffs,White Yukata,Pensive,Smoking,OW A,Bat,,,,
8464,Human,Brown Flowy,Chill,Lavender Kimono with Bow,Closed,Smile,OW C,Zanbato,,Tribal Tattoo,,Sakura
8465,Human,Blue Bun,,Pink Oversized Kimono,Worried,Smirk,OW B,Talisman,,,Red Stripes Paint,
8466,Red,Maroon Fluffy,,Red Hoodie,Suspicious,Closed,Cool Gray,Lightning Orb,,,,Lightning
8467,Human,Maroon Bun,Blue Tassel,Blue Kimono with Bow,Striking,Whistling,OW C,,Pointy Straw Hat,,,
8468,Human,Blue Spiky,Cat,Green Yukata,Pensive,Stubble,OW D,,,,,
8469,Human,Magenta Flowy,,Blue Floral Kimono,Ruby,Chewing,OW C,Hook Sword,,,,
8470,Human,Maroon Short Spiky,Dragon,Light Kimono,Chill,Pout,OW A,,,Towel,Eye Scar,
8471,Human,Pink Flowy,Red Cylinder,White Qipao with Fur,Closed,Tongue Out,OW A,,,,Bandaid,
8472,Human,Brown Long,Blue Fan,Black Blazer,Neutral,Growl,OW D,Katana,Horns,Chain,,
8473,Red,Silver Short Spiky,,Golden Frog Kigu,Glowing,Gaiter,Red,Golden Hook Sword,,,Kabuki Facepaint,Fireflies
8474,Human,Indigo Bangs,,Lavender Kimono with Bow,Striking,Knife,OW C,,,,Bandaid,
8475,Human,Blue Nightshade Half Bun,,Vest,Tired,Whistling,Red,,Cat Beanie,,,
8476,Human,Indigo Pony,,Blue Floral Kimono,Joyful,Laughing,OW B,,,,,
8477,Human,Purple Spiky,,Red Kimono,Closed,Grass,OW A,Floorsweeper,Ayaigasa,Chain,Red Stripes Paint,
8478,Human,Black Swept Back,,Camo Hoodie,Closed,Grass,OW C,Katana,,,Eye Patch,
8479,Human,Maroon Short Spiky,Ethereum,Vest,Neutral,Pout,OW B,,IKZ Cap,,,
8480,Human,Silver Bangs,,Black Oversized Kimono,Calm,Lipstick,Dark Purple,Sakura Katana,,,,Butterfly
8481,Human,Blue Hairband,,Red Floral Kimono,Worried,Smoking,OW A,Lantern,,,,
8482,Human,Brown Messy,,Maroon Yukata,Focus,Grass,OW A,Fishing Rod,Newsboy Cap,,,
8483,Human,Black Swept Back,,Light Kimono,Focus,Meh,OW B,Shinai,,,,
8484,Human,Blonde Pixie,Red Panda,Light Kimono,Calm,Closed,OW A,,,,,
8485,Human,Brown Messy,,White Layered Yukata,Closed,Grass,OW A,,Broken Straw Hat,,,
8486,Human,Indigo Messy,,Camo Tech Jacket,Curious,Pout,OW A,Katana,Distressed Beanie,,,
8487,Human,Blue Short Spiky,Wu,Black Perfecto Jacket,Focused,Toothpick,OW C,Coin,Beret,Sneakers,,
8488,Human,Magenta Messy,,Blue Kimono,Focus,Grass,Red,Kanabo,Cat Cap,,Bandaid,
8489,Human,PBlue Messy,Ear Cuffs,Tank Top,Chill,Chuckle,OW B,Fan,IKZ Cap,Contract Tattoo,,
8490,Human,Long Dreadlocks,Skull Ear Cuffs,Dress Shirt,Pierced Eyebrow,Tongue Out,OW A,Banner,,,,
8491,Human,Blonde Bob,,Light Armor,Ruby,Frown,OW B,,IKZ Cap,,,
8492,Human,Maroon Short Spiky,,Matsuri Happi,Careless,Growl,OW B,Lantern,Frog Beanie,,Red Stripes Paint,
8493,Human,Dreadlocks,,Sloth T Shirt,Closed,Smirk,OW C,,,Koi Tattoo,Bandaid,
8494,Human,Blue Spiky,,Black T Shirt,Lightning,Toothpick,OW D,Lantern,,,,
8495,Human,Maroon Bun,,Red Hoodie,Closed,Wheat Straw,OW D,Sakura Katana,,,Heart Eye Patch,
8496,Human,Black Fluffy,,Kimono with Straw Hat,Bored,Meh,OW C,,,,,
8497,Human,Magenta Flowy,,Frog T Shirt,Ruby,Lipstick,Cool Gray,,,,,
8498,Human,PBlue Messy,,Black Kimono,Tired,Relaxed,OW D,Umbrella,Beret,,Bandaid,
8499,Human,Blue Pink Ombre Flowy,,Blue Bikini,Joyful,Frown,Red,Leather Katana,Pointy Straw Hat,,Red Fang Paint,
8500,Human,Long Dreadlocks,,Camo Hoodie,Closed,Growl,OW A,,,,Eye Patch,
8501,Human,Brown Flowy,,Red Floral Kimono,Hopeful,Relaxed,OW D,Sakura Katana,Broken Straw Hat,,,
8502,Human,Blonde Bun,Wu,Black Ninja Top,Red,420,OW D,Fan,Cat Beanie,,,
8503,Human,Violet Flowy,Blue Tassel,Light Armor,Relaxed,Tongue Out,OW A,Sake,,Chill Headphones,,
8504,Human,Black Bangs,,Azuki Sweater,Calm,Relaxed,OW A,Zanbato,Backwards Cap,Chill Headphones,,
8505,Human,Silver Half Bun,,Blue Kimono with Bow,Closed,Chewing,Red,Bean Juice,,Chill Headphones,Round Blue Shades,
8506,Human,Silver Flowy,,Red Floral Kimono,Hopeful,Lipstick,Dark Purple,,,,,
8507,Human,Black Pigtail,,Black Ninja Top,Focus,Chewing,OW B,Hand Seal,Distressed Beanie,Chill Headphones,,
8508,Human,Black Fluffy,,Red Hoodie,Focus,Not Bad,DBlue,,,,Red Stripes Paint,
8509,Human,Indigo Pony,,Tank Top,Pierced Eyebrow,Chewing,Dark Purple,Hook Sword,,,Blue Shades,
8510,Human,Black Messy,,Matsuri Happi,Focus,Smoking,OW D,,,,Black Glasses,
8511,Human,Indigo Pixie,Blue Fan,Light Armor,Joyful,Relaxed,Red,Katana,,,Kabuki Facepaint,
8512,Human,Black Teal Bangs,,Hoshi Jacket,Relaxed,Tongue Out,Red,,,,Reading Glasses,
8513,Human,Brown Long,Skull Ear Cuffs,Cat T Shirt,Bored,Pout,OW A,Floorsweeper,,,,
8514,Human,Green Samurai,,Maroon Yukata,Pierced Eyebrow,Smirk,OW D,,,,,
8515,Human,Pink Flowy,,Blue Bikini,Closed,Grass,OW C,,,,Heart Eye Patch,
8516,Red,Maroon Bob,,Cat T Shirt,Closed,Lipstick,OW B,,Ayaigasa,,,
8517,Human,Green Half Bun,,Lavender Kimono with Bow,Closed,Laughing,OW C,Coin,,Chill Headphones,,
8518,Human,Purple Spiky,,Aloha,Pierced Eyebrow,Relaxed,DBlue,Golden Bat,,,,Fox Fire
8519,Human,Blue Samurai,,Frog Yukata,Bored,Growl,OW C,,Full Bandana,,Lipstick Kiss,
8520,Human,Silver Pony,Skull Ear Cuffs,Red Qipao with Fur,Closed,Tongue Out,OW B,,,Chill Headphones,Heart Eye Patch,
8521,Human,Blue Samurai,,Black Kimono,Focused,Closed,OW D,Leather Katana,,Beads,Bandaid,
8522,Human,Brown Long,,Cat T Shirt,Pierced Eyebrow,Chuckle,Cool Gray,,,,Lipstick Kiss,
8523,Human,Pink Flowy,Sunflower,Tank Top,Calm,Whistling,OW B,Bean Juice,,,,
8524,Red,Silver Spiky,,Vest,Closed,Closed,OW D,Skateboard,Ayaigasa,,Red Stripes Paint,
8525,Human,Pink Samurai,,Denim Jacket,Tired,Pout,OW C,Banner,,,,
8526,Human,Brown Spiky,,Kimono with Straw Hat,Focus,Smoking,Cool Gray,,Newsboy Cap,Beads,Bandaid,
8527,Human,Green Spiky,,Cloud Poncho,Closed,Closed,OW C,Lantern,IKZ Cap,,Ji Eyeband,
8528,Human,Indigo Messy,Yellow Fan,Frog Yukata,Focus,Pout,OW A,,Frog Headband,,,
8529,Human,Teal Long,,Azuki Tech Jacket,Careless,Not Bad,DBlue,,Azuki Cap,,,
8530,Human,Blonde Flowy,Spiked Ring,Black Oversized Kimono,Hopeful,Relaxed,OW A,,,,,
8531,Red,Silver Hairband,,Light Kimono,Amethyst,Chewing,OW D,Floorsweeper,,,,
8532,Human,Violet Flowy,,Light Armor,Amethyst,Chewing,OW D,,Straw Hat,,,
8533,Human,Silver Pixie,,Red Floral Kimono,Closed,Grass,OW B,,,,Red Fang Paint,
8534,Human,Orange Pixie,Sword,White Qipao with Fur,Hopeful,Face Mask,Red,Banner,,,,
8535,Human,Brown Spiky,,Black Hoodie,White,Smoking,OW C,Bean Juice,,,,
